date,open,close,high,low,volume
2023-10-03,244.35,241.2,246.7,240.55,14885044
2023-10-04,241.0,235.15,241.0,231.5,25424437
2023-10-05,237.25,233.85,237.4,232.05,22472389
2023-10-06,234.25,235.55,237.5,233.65,8825123
2023-10-09,233.85,234.7,236.3,230.5,10659145
2023-10-10,234.9,235.9,236.85,233.75,11665907
2023-10-11,236.25,238.7,239.7,236.0,14313043
2023-10-12,238.95,241.6,242.75,238.6,13170027
2023-10-13,240.55,242.05,243.8,239.6,11880728
2023-10-16,242.85,243.45,245.0,241.0,6936948
2023-10-17,244.85,245.95,247.2,243.3,10084205
2023-10-18,245.9,242.0,246.8,241.6,6987265
2023-10-19,240.2,239.5,241.8,238.5,11485237
2023-10-20,238.95,241.0,242.15,237.55,9040953
2023-10-23,240.8,236.55,240.9,235.0,7058625
2023-10-25,236.0,232.05,236.3,228.35,23949207
2023-10-26,230.85,231.65,233.3,227.75,17410264
2023-10-27,232.0,236.6,238.45,232.0,10519462
2023-10-30,237.45,234.6,238.4,230.65,8812268
2023-10-31,234.5,235.8,237.2,233.55,6583581
2023-11-01,236.7,232.6,236.7,232.1,6718059
2023-11-02,234.2,235.25,235.7,233.75,6057787
2023-11-03,233.3,234.35,235.25,233.3,6825146
2023-11-06,235.35,235.85,237.2,234.55,5338605
2023-11-07,236.3,239.15,239.55,235.2,7002346
2023-11-08,239.85,236.7,240.9,235.95,9777991
2023-11-09,237.2,237.95,239.7,236.0,13987058
2023-11-10,237.85,242.75,243.25,235.8,9589671
2023-11-12,245.95,244.55,246.35,243.0,2515164
2023-11-13,244.95,245.7,250.6,243.3,18792969
2023-11-15,248.95,247.3,248.95,245.95,10965645
2023-11-16,248.8,252.35,254.25,247.65,22145147
2023-11-17,253.0,251.6,253.1,251.0,5618928
2023-11-20,251.0,251.05,255.4,250.3,6283832
2023-11-21,252.6,250.0,252.8,247.3,6851869
2023-11-22,250.8,253.65,254.0,249.35,5275418
2023-11-23,254.0,252.75,255.7,251.7,8200025
2023-11-24,253.3,253.9,256.85,253.0,7149443
2023-11-28,254.85,257.55,258.3,253.65,6151585
2023-11-29,259.55,258.4,259.55,256.1,8637363
2023-11-30,257.95,261.3,261.65,256.0,21687673
2023-12-01,262.35,268.95,275.45,261.75,29121320
2023-12-04,276.0,274.8,279.0,273.25,20464526
2023-12-05,275.2,285.45,286.55,272.8,18883076
2023-12-06,288.0,281.1,288.25,278.95,13415314
2023-12-07,281.85,283.8,288.25,281.3,25133786
2023-12-08,286.45,285.05,291.9,281.0,20815064
2023-12-11,286.05,287.3,288.5,284.4,8071675
2023-12-12,287.45,283.4,288.6,280.85,8640883
2023-12-13,284.75,294.05,294.9,284.5,23629670
2023-12-14,297.75,295.4,298.5,293.6,24900443
2023-12-15,298.0,305.1,307.0,295.0,28843558
2023-12-18,306.0,303.2,306.55,301.75,13307504
2023-12-19,305.0,309.65,312.5,302.5,15650536
2023-12-20,312.5,297.65,313.35,295.15,23497233
2023-12-21,295.8,301.95,303.15,293.2,17868637
2023-12-22,304.0,302.8,308.95,299.6,15207726
2023-12-26,306.45,309.6,310.7,304.6,9917180
2023-12-27,311.6,306.05,312.25,303.55,12630732
2023-12-28,309.1,313.9,315.5,307.75,37591916
2023-12-29,314.35,311.15,314.35,308.15,12682889
2024-01-01,312.0,309.75,313.3,307.8,8024960
2024-01-02,310.8,306.0,310.8,302.05,13506040
2024-01-03,307.2,306.2,308.0,303.3,14259987
2024-01-04,310.9,317.1,321.75,308.6,40057506
2024-01-05,322.9,314.95,325.65,312.7,27456415
2024-01-08,316.45,316.45,318.35,312.6,10136462
2024-01-09,317.85,319.75,321.45,316.05,12229517
2024-01-10,319.65,313.35,319.75,308.0,14455000
2024-01-11,314.95,312.9,317.3,312.35,10316319
2024-01-12,315.2,312.65,315.3,309.7,12341629
2024-01-15,314.9,317.3,318.0,309.6,9706124
2024-01-16,317.25,311.5,317.25,310.15,10162832
2024-01-17,309.75,309.3,314.1,307.1,13502940
2024-01-18,308.95,299.3,311.3,296.55,32481018
2024-01-19,303.8,308.45,309.45,301.7,28651237
2024-01-20,309.95,308.2,314.85,306.25,10652125
2024-01-23,313.45,302.6,315.3,300.3,21652362
2024-01-24,302.95,308.85,310.7,298.25,23922028
2024-01-25,310.0,314.75,317.2,309.2,32525422
2024-01-29,317.8,324.55,325.75,316.15,24694773
2024-01-30,321.85,315.45,323.95,314.5,20918448
2024-01-31,318.55,317.5,320.0,312.6,20931224
2024-02-01,320.05,322.0,326.95,317.1,24020951
2024-02-02,324.0,332.5,333.7,323.1,32346639
2024-02-05,338.0,336.1,341.05,333.05,19651482
2024-02-06,336.0,334.2,336.0,329.0,12024661
2024-02-07,337.9,330.7,337.9,329.65,8080437
2024-02-08,333.95,330.9,335.25,328.0,17754869
2024-02-09,332.95,324.9,335.0,319.6,18304439
2024-02-12,326.15,316.15,326.7,314.5,11714289
2024-02-13,318.55,321.55,323.95,315.9,15426888
2024-02-14,320.9,328.0,329.35,318.35,14085723
2024-02-15,331.0,339.25,340.9,330.15,21973316
2024-02-16,341.9,337.75,342.95,336.8,20307449
2024-02-19,340.4,338.75,341.9,337.5,8496898
2024-02-20,340.6,345.7,346.5,337.8,19340526
2024-02-21,347.0,336.1,348.05,334.7,17751633
2024-02-22,339.0,339.55,340.25,330.6,16083122
2024-02-23,340.0,337.75,340.0,334.85,9665454
2024-02-26,338.0,337.6,338.5,334.55,7711995
2024-02-27,336.1,336.1,338.0,334.1,8882923
2024-02-28,335.7,333.3,336.5,331.8,12977628
2024-02-29,333.3,335.6,336.0,330.6,13149469
2024-03-01,335.6,343.5,344.35,335.0,13027254
2024-03-02,344.3,341.75,345.0,334.3,596184
2024-03-04,348.0,353.85,358.3,345.75,38075510
2024-03-05,354.9,358.25,359.95,353.55,15918221
2024-03-06,359.45,351.95,359.45,345.0,13120921
2024-03-07,352.0,352.2,353.9,349.7,9172926
2024-03-11,352.25,347.95,353.15,346.7,10664917
2024-03-12,348.0,344.75,349.45,342.55,9637912
2024-03-13,343.85,322.5,344.5,319.5,23722232
2024-03-14,321.05,321.85,326.95,316.5,20859127
2024-03-15,322.65,316.3,326.05,305.75,43285007
2024-03-18,317.1,317.15,322.9,314.95,13690352
2024-03-19,314.3,313.45,317.9,310.1,13388060
2024-03-20,316.0,313.65,317.45,308.3,10026655
2024-03-21,317.25,325.0,326.35,317.0,23370426
2024-03-22,324.5,324.75,327.25,321.15,14709219
2024-03-26,320.1,329.1,330.3,320.1,11208959
2024-03-27,332.0,331.6,334.1,326.3,45209520
2024-03-28,331.9,335.8,340.0,330.3,19868037
2024-04-01,339.0,342.35,344.4,336.15,8580656
2024-04-02,343.0,344.8,345.6,340.75,9745257
2024-04-03,344.35,351.25,354.1,342.0,21679943
2024-04-04,355.0,354.65,362.7,352.65,28962927
2024-04-05,356.4,354.55,358.2,351.55,11208130
2024-04-08,355.6,363.5,366.0,353.25,11447140
2024-04-09,365.0,362.9,366.9,360.35,10010148
2024-04-10,364.1,362.5,368.35,361.35,12886638
2024-04-12,362.5,361.75,374.5,361.0,30924494
2024-04-15,355.5,361.15,366.0,352.8,18126999
2024-04-16,361.0,359.25,361.95,354.6,15328939
2024-04-18,359.55,351.15,361.25,349.2,22966560
2024-04-19,343.1,350.55,352.4,343.0,12867942
2024-04-22,355.0,342.9,355.0,341.9,37382916
2024-04-23,346.0,347.15,348.65,344.0,14651106
2024-04-24,349.8,351.65,353.15,347.3,11132307
2024-04-25,351.0,359.2,360.6,349.1,19865014
2024-04-26,360.7,356.0,361.4,355.0,10986589
2024-04-29,359.7,363.0,363.65,356.95,13652173
2024-04-30,364.95,363.2,365.45,359.3,14566548
2024-05-02,363.2,369.05,372.6,363.2,27892188
2024-05-03,372.3,364.95,380.4,360.35,26844664
2024-05-06,367.8,356.8,368.85,354.4,15319437
2024-05-07,358.25,349.15,358.45,346.85,10028071
2024-05-08,345.2,355.45,358.5,345.2,9595776
2024-05-09,356.5,346.05,358.0,344.85,9043486
2024-05-10,347.65,355.5,356.35,347.55,11699095
2024-05-13,355.5,350.9,356.0,346.5,10691781
2024-05-14,350.55,355.8,357.25,350.3,10891985
2024-05-15,357.5,361.35,363.5,356.65,8538183
2024-05-16,363.85,361.45,363.85,353.05,13114162
2024-05-17,362.45,365.45,366.5,360.35,8509179
2024-05-18,367.95,366.3,368.0,365.0,1050300
2024-05-21,367.0,372.0,374.1,365.35,10939593
2024-05-22,375.0,373.85,377.35,370.6,14001806
2024-05-23,375.05,372.3,375.6,369.5,15370357
2024-05-24,373.0,374.95,378.15,368.7,13317821
2024-05-27,379.95,369.65,380.5,368.0,21891930
2024-05-28,372.6,365.4,373.25,364.1,10200096
2024-05-29,361.5,364.6,366.35,360.0,18146672
2024-05-30,364.0,359.7,364.8,357.15,14425073
2024-05-31,363.45,359.0,366.65,355.5,30515612
2024-06-03,385.0,391.8,393.2,373.45,39261174
2024-06-04,391.9,331.25,391.9,313.95,84042244
2024-06-05,340.0,341.0,342.25,315.3,46418629
2024-06-06,347.8,349.75,359.75,345.0,33171039
2024-06-07,352.0,360.6,362.0,347.7,23930193
2024-06-10,365.0,364.9,370.1,361.8,16072588
2024-06-11,368.75,367.4,371.95,364.9,11235777
2024-06-12,369.55,371.3,374.0,365.4,12134524
2024-06-13,376.4,369.95,376.4,367.95,11243702
2024-06-14,370.0,368.45,370.85,366.1,10298434
2024-06-18,371.8,369.65,372.25,368.7,10228382
2024-06-19,369.8,362.5,370.9,361.55,8337334
2024-06-20,362.5,357.65,364.9,357.05,14338604
2024-06-21,359.95,359.8,362.95,356.75,17931844
2024-06-24,357.6,362.75,364.65,355.55,9335598
2024-06-25,364.25,360.85,364.7,357.75,14983828
2024-06-26,363.0,365.05,366.9,359.65,15918394
2024-06-27,365.05,377.15,381.1,364.1,55378829
2024-06-28,377.95,378.35,389.5,376.7,25141039
2024-07-01,381.75,369.75,382.0,367.8,23389211
2024-07-02,372.6,370.4,372.6,365.15,13702830
2024-07-03,370.55,372.65,374.25,368.65,9207317
2024-07-04,373.9,372.95,380.85,371.75,14916930
2024-07-05,374.35,379.8,381.25,371.0,15946104
2024-07-08,380.85,377.45,381.25,376.15,8898299
2024-07-09,379.2,377.05,380.25,375.05,8355819
2024-07-10,378.8,381.4,383.8,370.0,17715196
2024-07-11,382.4,377.1,383.3,374.6,19873143
2024-07-12,378.95,377.15,379.4,372.0,16151583
2024-07-15,378.6,385.65,388.95,376.9,22951140
2024-07-16,386.65,380.45,388.75,380.0,11893034
2024-07-18,382.9,377.75,382.9,374.2,15709153
2024-07-19,377.75,364.65,378.0,362.9,13330099
2024-07-22,364.75,373.5,377.25,362.35,18715538
2024-07-23,376.7,382.45,385.65,361.55,49882257
2024-07-24,384.1,392.6,395.0,381.7,36868466
2024-07-25,390.95,392.15,396.3,386.25,25973101
2024-07-26,394.95,396.3,399.5,389.7,20381410
2024-07-29,404.0,393.9,408.3,392.65,27751449
2024-07-30,397.0,406.95,412.7,397.0,34447139
2024-07-31,409.5,416.0,417.4,408.55,29727771
2024-08-01,419.9,423.45,424.35,415.6,28803487
2024-08-02,416.25,419.7,426.3,413.35,24233263
2024-08-05,407.65,413.25,415.65,404.65,42489503
2024-08-06,413.25,415.0,424.95,413.25,18230579
2024-08-07,421.0,416.3,421.0,415.0,15556736
2024-08-08,416.35,407.7,417.0,405.8,16447385
2024-08-09,413.8,410.65,416.35,408.2,10954753
2024-08-12,410.0,400.85,410.0,400.1,26254763
2024-08-13,403.0,396.2,404.5,395.0,11355664
2024-08-14,398.9,396.35,400.0,393.65,9424614
2024-08-16,398.05,398.05,400.95,393.3,13844122
2024-08-19,402.3,403.1,407.5,401.45,10677045
2024-08-20,404.55,406.25,408.2,403.1,10126083
2024-08-21,407.5,408.95,409.7,405.2,9726854
2024-08-22,409.8,403.35,410.05,402.25,10445288
2024-08-23,403.35,401.95,405.9,399.55,11513586
2024-08-26,402.45,414.85,415.95,401.95,13772637
2024-08-27,415.5,409.65,416.2,409.1,8441188
2024-08-28,410.05,409.05,414.4,407.35,15884745
2024-08-29,409.05,409.9,412.6,403.75,19014705
2024-08-30,412.7,416.2,419.2,411.5,22633988
2024-09-02,417.8,410.0,419.1,407.7,11107165
2024-09-03,410.5,406.4,411.55,405.6,7538160
2024-09-04,400.0,405.1,408.25,399.9,11052003
2024-09-05,405.35,403.25,408.4,401.85,14246871
2024-09-06,403.25,394.8,404.65,392.7,17956121
2024-09-09,391.2,389.85,392.75,385.3,12293356
2024-09-10,390.1,396.3,399.4,389.75,15852309
2024-09-11,399.0,389.65,399.3,387.5,11492592
2024-09-12,391.0,404.85,406.25,390.65,24028069
2024-09-13,404.85,401.4,407.3,399.35,12017217
2024-09-16,402.45,411.1,412.0,402.0,11479712
2024-09-17,411.85,416.3,417.65,410.1,14432501
2024-09-18,418.5,414.15,419.75,413.0,10303840
2024-09-19,424.0,423.95,431.85,420.55,59601773
2024-09-20,428.05,423.95,429.85,416.55,36084164
2024-09-23,427.5,428.35,430.5,425.0,14139629
2024-09-24,431.45,428.1,431.45,427.0,12539885
2024-09-25,428.1,436.1,437.0,425.65,19443168
2024-09-26,437.95,434.6,437.95,430.55,20041825
2024-09-27,436.0,436.9,442.5,433.5,53885913
2024-09-30,436.9,443.2,448.45,433.6,20903229
2024-10-01,446.0,440.1,447.75,438.8,15984996
2024-10-03,432.0,435.35,442.5,432.0,13563784
2024-10-04,432.9,430.45,439.35,426.3,18347292
2024-10-07,430.6,415.45,433.0,409.05,23431004
2024-10-08,414.0,420.95,427.7,411.3,18706355
2024-10-09,424.45,418.45,424.75,417.0,13916492
2024-10-10,420.7,422.7,429.9,420.5,15866037
2024-10-11,423.95,422.5,426.65,419.6,8639087
2024-10-14,424.6,424.5,426.0,420.0,8483177
2024-10-15,426.65,426.6,427.2,423.55,9365964
2024-10-16,425.3,424.25,429.4,421.25,6219440
2024-10-17,423.65,417.75,425.6,416.6,11968387
2024-10-18,417.7,424.95,425.95,414.45,8828971
2024-10-21,426.05,425.0,428.75,419.1,9139781
2024-10-22,422.85,415.75,426.3,413.45,14242323
2024-10-23,414.0,408.3,414.75,401.7,22522821
2024-10-24,409.25,411.9,415.25,406.8,9400171
2024-10-25,402.5,398.9,407.5,391.6,19642277
2024-10-28,398.9,403.9,406.5,397.8,11716022
2024-10-29,409.0,412.15,414.3,404.45,20284308
2024-10-30,414.15,408.5,414.8,405.8,12264297
2024-10-31,409.0,408.15,410.65,403.5,12204072
2024-11-01,412.0,411.35,415.45,410.35,2145479
2024-11-04,413.85,400.95,414.3,393.7,13866505
2024-11-05,400.0,403.1,404.1,397.15,6665326
2024-11-06,406.7,408.9,410.8,403.15,9700643
