date,open,close,high,low,volume
2023-10-03,189.3,184.6,189.3,183.65,22118500
2023-10-04,184.45,182.75,184.6,182.1,9360058
2023-10-05,181.25,182.2,184.0,181.0,11128340
2023-10-06,183.5,181.45,183.5,180.6,5759904
2023-10-09,182.9,181.7,184.7,181.25,14622727
2023-10-10,182.3,183.5,184.5,182.05,11819690
2023-10-11,184.4,183.25,184.7,182.75,8499601
2023-10-12,183.2,184.45,184.85,183.0,8677885
2023-10-13,184.5,184.9,186.25,184.05,7435899
2023-10-16,187.95,186.55,188.2,186.25,12376549
2023-10-17,187.0,186.25,187.05,185.55,4381065
2023-10-18,188.0,186.95,188.05,186.05,10181113
2023-10-19,186.0,186.3,186.65,185.05,9148124
2023-10-20,187.0,186.2,187.3,185.15,7912216
2023-10-23,185.95,184.85,185.95,184.2,4723090
2023-10-25,184.85,184.35,185.85,183.0,6812004
2023-10-26,183.5,180.9,184.15,179.9,8474867
2023-10-27,181.0,184.75,185.8,180.3,6422123
2023-10-30,185.0,188.8,189.2,184.6,7352638
2023-10-31,189.2,186.15,189.8,184.2,9404675
2023-11-01,186.15,186.7,188.8,185.05,9167869
2023-11-02,187.0,186.2,187.65,185.75,11471209
2023-11-03,186.65,190.0,190.65,185.8,7464912
2023-11-06,190.2,193.3,194.2,189.55,8962124
2023-11-07,193.4,193.2,198.0,192.35,13921916
2023-11-08,193.7,195.35,196.55,192.3,10186886
2023-11-09,196.5,192.7,196.7,192.2,5303833
2023-11-10,192.7,195.9,196.5,192.7,6025889
2023-11-12,198.8,196.75,198.8,195.9,2988611
2023-11-13,195.9,195.8,197.3,194.1,11181086
2023-11-15,198.5,199.5,203.0,197.65,19769385
2023-11-16,202.5,201.8,203.4,201.0,18629240
2023-11-17,200.85,196.35,201.25,195.55,13199928
2023-11-20,198.0,197.85,198.5,197.0,6423265
2023-11-21,193.0,191.2,193.95,191.0,10720353
2023-11-22,191.2,191.0,191.85,189.75,7538825
2023-11-23,191.0,190.65,191.75,189.6,6541617
2023-11-24,190.85,188.85,191.85,188.15,5751331
2023-11-28,188.85,193.95,194.45,188.4,9277764
2023-11-29,195.5,192.0,195.5,191.7,8791333
2023-11-30,192.65,194.95,195.65,192.05,14965403
2023-12-01,195.25,194.55,198.25,194.25,9935740
2023-12-04,196.5,202.05,205.9,196.05,28615290
2023-12-05,202.2,202.05,203.95,199.15,14557746
2023-12-06,203.75,201.95,203.75,199.1,12662213
2023-12-07,200.9,198.9,200.9,196.05,16425880
2023-12-08,199.85,195.95,200.3,194.1,10414387
2023-12-11,197.05,197.8,200.85,194.25,10108266
2023-12-12,196.95,195.4,197.8,194.55,10719911
2023-12-13,195.4,193.15,195.4,192.05,10892122
2023-12-14,195.9,195.95,196.3,193.25,15257294
2023-12-15,197.25,201.05,201.95,196.85,22863981
2023-12-18,201.05,199.0,201.65,197.35,8061011
2023-12-19,202.0,200.3,203.55,199.3,16739742
2023-12-20,201.75,203.2,212.0,200.95,57762576
2023-12-21,203.95,202.65,206.75,201.2,22823936
2023-12-22,204.0,203.95,204.5,201.8,9910694
2023-12-26,204.5,207.35,208.5,203.65,17052969
2023-12-27,209.5,205.55,209.9,204.5,20361303
2023-12-28,206.5,208.3,208.9,205.35,22010872
2023-12-29,208.0,205.05,208.0,204.25,12171663
2024-01-01,206.0,205.35,207.1,204.75,4820168
2024-01-02,205.35,207.05,210.75,203.65,21141219
2024-01-03,205.5,208.25,210.45,204.5,11650902
2024-01-04,210.5,214.65,215.4,209.3,31054419
2024-01-05,215.45,216.45,217.5,213.05,20743811
2024-01-08,218.0,217.95,220.8,217.1,19310595
2024-01-09,221.0,216.65,221.45,215.95,11951525
2024-01-10,215.0,212.1,215.0,209.7,16500666
2024-01-11,214.0,211.85,214.0,210.85,12586419
2024-01-12,213.8,223.4,224.75,212.35,39228118
2024-01-15,228.5,233.5,235.45,224.65,57884916
2024-01-16,234.95,235.1,238.95,231.1,34505065
2024-01-17,232.2,232.05,237.25,230.7,26010955
2024-01-18,230.05,233.55,234.5,224.65,19232183
2024-01-19,236.0,242.05,242.55,235.0,26391844
2024-01-20,243.0,242.05,245.45,240.45,15133785
2024-01-23,245.0,229.9,245.65,228.0,20282617
2024-01-24,231.0,234.35,235.0,228.1,14458601
2024-01-25,235.0,234.05,237.5,232.8,18291957
2024-01-29,241.0,252.5,254.95,239.1,54127939
2024-01-30,256.5,249.2,263.3,248.65,51491099
2024-01-31,250.45,252.25,254.35,246.3,33293192
2024-02-01,254.65,247.65,254.65,245.45,29758133
2024-02-02,250.0,257.25,260.0,249.0,30482663
2024-02-05,260.05,262.95,268.05,255.1,34001868
2024-02-06,265.35,272.3,273.4,260.2,36708949
2024-02-07,275.0,271.9,275.65,267.55,23756939
2024-02-08,273.05,273.15,275.65,269.1,25252940
2024-02-09,275.0,267.55,275.65,259.15,26743792
2024-02-12,261.95,257.9,266.6,256.8,30906374
2024-02-13,258.0,259.5,262.4,254.7,20711842
2024-02-14,258.0,268.85,269.65,256.0,36168962
2024-02-15,271.65,277.3,279.85,269.0,32831246
2024-02-16,275.15,274.7,278.0,270.35,27044984
2024-02-19,274.7,274.65,279.05,272.4,15322964
2024-02-20,274.8,276.6,281.15,274.05,18968785
2024-02-21,276.0,272.95,281.1,271.6,16340579
2024-02-22,273.85,274.7,276.0,268.5,16791453
2024-02-23,274.9,272.2,276.0,271.1,9464646
2024-02-26,271.9,269.85,271.9,267.8,8661999
2024-02-27,268.05,269.35,270.2,264.95,19582774
2024-02-28,270.0,265.75,270.3,264.6,9118196
2024-02-29,265.0,264.6,266.35,261.5,17179832
2024-03-01,266.5,270.55,272.95,266.5,12930057
2024-03-02,272.0,271.9,272.9,271.35,864693
2024-03-04,272.75,279.2,280.55,272.5,22280353
2024-03-05,280.0,283.75,284.95,276.65,18544484
2024-03-06,284.3,280.25,284.3,273.55,16807149
2024-03-07,280.25,278.1,284.35,277.25,11386963
2024-03-11,278.1,274.0,280.5,273.2,10684598
2024-03-12,274.0,270.4,275.6,269.05,13780189
2024-03-13,270.8,255.35,271.0,252.75,20079496
2024-03-14,252.5,263.25,264.35,251.2,21404057
2024-03-15,263.95,258.75,266.4,248.9,34961065
2024-03-18,258.95,261.6,263.05,257.55,9246173
2024-03-19,262.0,259.25,263.95,256.65,8758348
2024-03-20,259.45,263.85,264.6,257.2,10484778
2024-03-21,264.7,262.95,266.95,262.35,12163200
2024-03-22,262.95,263.25,265.25,258.45,13025089
2024-03-26,261.65,265.5,267.9,259.3,10830926
2024-03-27,265.0,261.75,268.2,259.65,28563001
2024-03-28,262.45,268.05,271.0,261.95,18888942
2024-04-01,268.05,269.9,271.5,267.8,6440401
2024-04-02,270.1,272.5,274.05,269.45,14439120
2024-04-03,275.05,275.35,279.0,273.85,22600929
2024-04-04,278.65,269.0,278.65,265.35,24624383
2024-04-05,267.85,267.95,271.9,266.5,13029904
2024-04-08,267.55,270.4,272.0,266.6,13011300
2024-04-09,270.0,268.95,272.65,268.0,13173933
2024-04-10,269.95,272.0,273.2,269.15,11137195
2024-04-12,271.9,265.7,272.5,265.0,21894584
2024-04-15,269.1,279.85,282.95,267.1,75063828
2024-04-16,277.0,283.15,292.55,275.25,79082544
2024-04-18,286.0,274.15,287.7,273.35,34136482
2024-04-19,276.75,275.25,280.8,274.1,32658724
2024-04-22,277.3,276.8,278.0,273.75,14184019
2024-04-23,276.85,276.8,278.75,275.55,8799147
2024-04-24,277.6,279.35,280.4,276.3,9253985
2024-04-25,279.35,281.95,282.6,278.0,17050557
2024-04-26,283.0,282.9,286.15,282.2,11070290
2024-04-29,283.95,283.2,285.25,282.15,8952420
2024-04-30,284.5,282.85,286.35,281.45,10658906
2024-05-02,281.0,282.8,284.6,279.05,15677336
2024-05-03,284.0,286.1,292.95,284.0,28913016
2024-05-06,288.7,282.15,288.75,275.25,15491865
2024-05-07,283.9,273.6,285.0,272.0,13179001
2024-05-08,273.5,276.85,280.25,272.35,12797721
2024-05-09,277.25,265.25,278.55,263.2,14869187
2024-05-10,267.0,270.25,271.2,264.45,9530738
2024-05-13,271.9,266.9,271.9,262.05,7163239
2024-05-14,267.95,272.9,274.65,266.45,9123849
2024-05-15,274.5,273.45,276.0,272.5,6368662
2024-05-16,276.0,277.65,279.35,273.8,23757779
2024-05-17,278.8,277.45,283.4,276.6,11529157
2024-05-18,280.3,279.0,281.7,278.45,2010993
2024-05-21,281.1,280.1,284.0,278.35,17559555
2024-05-22,284.0,278.0,284.0,276.9,17935064
2024-05-23,279.95,283.45,284.55,279.1,17719819
2024-05-24,284.0,283.25,285.95,281.85,11041667
2024-05-27,284.0,277.65,284.2,275.7,13719808
2024-05-28,279.3,274.3,279.3,273.05,6927361
2024-05-29,273.8,271.85,273.8,270.25,8327205
2024-05-30,273.0,266.7,275.1,265.0,15390964
2024-05-31,268.45,264.35,268.45,263.0,24167379
2024-06-03,277.95,284.1,286.55,273.2,30195397
2024-06-04,285.0,236.3,285.0,223.0,72779900
2024-06-05,247.0,247.5,249.75,230.45,37078551
2024-06-06,254.0,252.3,259.5,249.25,30881233
2024-06-07,253.5,260.4,260.8,251.8,22010688
2024-06-10,264.0,259.15,264.0,258.05,14138524
2024-06-11,266.85,273.55,275.0,265.25,47270206
2024-06-12,278.0,275.5,279.1,274.6,20560662
2024-06-13,278.0,276.55,278.0,272.5,16013386
2024-06-14,277.0,275.4,278.2,274.6,10642648
2024-06-18,278.95,275.8,279.0,274.0,17044769
2024-06-19,275.9,271.55,276.6,271.1,13361607
2024-06-20,271.8,271.85,274.0,269.1,12826509
2024-06-21,271.45,269.65,274.75,268.9,17406416
2024-06-24,269.65,269.9,271.25,266.6,7282347
2024-06-25,270.1,267.0,270.8,265.0,14425434
2024-06-26,266.9,267.75,269.15,264.1,10650910
2024-06-27,267.4,267.5,268.1,263.5,22830930
2024-06-28,269.0,274.2,275.45,268.35,19532912
2024-07-01,275.0,272.95,275.8,271.6,11750972
2024-07-02,273.2,274.85,279.8,271.5,24470518
2024-07-03,276.0,274.7,277.7,274.0,9125400
2024-07-04,275.0,277.05,278.9,273.05,13444669
2024-07-05,277.25,288.2,289.3,276.5,39781962
2024-07-08,290.0,299.15,303.0,287.35,53136198
2024-07-09,300.8,297.45,301.85,293.35,18686252
2024-07-10,299.7,298.15,299.8,288.85,19278800
2024-07-11,300.0,304.75,307.2,295.15,36020507
2024-07-12,306.8,307.1,311.75,304.2,31788101
2024-07-15,311.8,322.5,323.65,308.65,51435537
2024-07-16,323.6,322.65,327.6,319.75,37468292
2024-07-18,325.1,331.7,333.3,321.65,48189915
2024-07-19,333.0,319.65,333.2,318.05,26579496
2024-07-22,320.0,320.8,323.35,314.5,22234557
2024-07-23,320.05,314.15,321.4,297.4,37871058
2024-07-24,313.05,319.55,325.75,312.1,28259305
2024-07-25,318.05,335.8,337.55,316.1,42054664
2024-07-26,336.5,331.6,338.5,330.1,25703985
2024-07-29,333.8,332.9,339.55,330.75,26721790
2024-07-30,332.0,331.9,338.25,331.0,19792253
2024-07-31,332.05,334.2,337.45,329.75,21393361
2024-08-01,337.8,341.75,344.7,337.15,36044960
2024-08-02,338.0,330.1,338.0,328.65,22939377
2024-08-05,320.35,310.25,323.3,306.0,37986023
2024-08-06,314.8,306.1,322.45,305.15,28386636
2024-08-07,312.4,329.1,330.95,312.0,66110716
2024-08-08,329.0,322.7,329.0,321.7,23478224
2024-08-09,333.95,332.55,335.85,328.2,29814474
2024-08-12,332.75,341.3,344.7,329.9,34754596
2024-08-13,344.1,335.9,345.0,332.95,28943385
2024-08-14,335.85,328.15,336.5,326.8,17812763
2024-08-16,332.55,329.6,335.75,328.65,16584396
2024-08-19,335.0,335.3,338.75,333.55,19636518
2024-08-20,335.85,330.1,336.0,328.05,14972714
2024-08-21,330.65,327.7,331.5,326.5,11835143
2024-08-22,328.55,324.35,330.5,323.6,13387819
2024-08-23,324.4,318.9,324.8,317.55,13229612
2024-08-26,323.5,327.85,329.1,322.8,21346682
2024-08-27,329.4,328.85,332.55,326.0,20165503
2024-08-28,328.65,327.8,330.3,324.65,12446738
2024-08-29,326.1,329.6,330.15,324.95,13799961
2024-08-30,330.45,330.75,334.4,329.55,19666466
2024-09-02,330.0,326.2,331.95,325.8,8975511
2024-09-03,327.0,322.2,328.0,321.65,10321111
2024-09-04,315.0,314.4,316.2,308.4,25397204
2024-09-05,316.95,311.4,316.95,310.15,15571640
2024-09-06,311.5,308.8,313.15,303.7,27946491
2024-09-09,308.7,298.9,308.7,294.65,30369085
2024-09-10,300.1,295.6,301.5,295.0,15618589
2024-09-11,292.4,285.3,292.4,283.25,44826300
2024-09-12,288.0,294.05,294.75,286.5,21964895
2024-09-13,295.7,291.45,297.25,291.05,13672371
2024-09-16,294.8,292.5,295.4,291.35,10971110
2024-09-17,293.7,294.65,296.6,292.15,11873436
2024-09-18,297.6,290.4,297.8,287.9,13421760
2024-09-19,287.4,285.25,289.2,282.5,17067311
2024-09-20,287.0,286.25,289.05,285.2,16585530
2024-09-23,288.4,295.45,296.4,287.55,14621229
2024-09-24,296.3,299.45,302.0,294.7,16986759
2024-09-25,299.45,298.7,301.2,296.7,10609614
2024-09-26,297.05,295.2,298.7,291.5,27812412
2024-09-27,292.7,297.2,298.45,289.7,35706130
2024-09-30,297.0,297.6,301.8,293.75,16294341
2024-10-01,297.0,291.95,299.15,290.7,10919818
2024-10-03,295.0,292.05,298.0,290.55,28124665
2024-10-04,297.0,295.25,299.7,293.2,23104209
2024-10-07,296.0,289.45,296.3,281.5,20917962
2024-10-08,288.15,293.45,293.9,280.55,10572360
2024-10-09,291.25,288.5,291.9,286.85,13147475
2024-10-10,288.7,288.75,292.15,287.55,7237212
2024-10-11,291.3,292.55,293.65,289.5,7011704
2024-10-14,292.7,286.5,292.9,285.15,12690951
2024-10-15,286.4,283.7,286.4,280.85,15087155
2024-10-16,283.0,285.4,287.25,280.65,18188885
2024-10-17,285.0,281.6,287.6,280.95,13343303
2024-10-18,282.0,283.3,284.5,279.2,14028398
2024-10-21,281.15,276.6,284.0,274.55,10299773
2024-10-22,278.0,270.8,278.15,270.0,10028511
2024-10-23,270.0,270.85,274.4,265.05,18823321
2024-10-24,271.9,269.1,272.45,268.35,7488521
2024-10-25,270.0,264.05,270.3,261.6,12961181
2024-10-28,260.65,263.35,265.05,255.3,13835091
2024-10-29,263.35,265.0,265.55,259.4,9122757
2024-10-30,265.0,261.65,266.2,261.05,11166643
2024-10-31,263.4,266.15,268.3,261.15,16173656
2024-11-01,269.8,271.75,274.0,268.65,2955757
2024-11-04,274.0,265.3,274.35,260.15,14355959
2024-11-05,265.2,267.4,268.6,263.6,11676017
2024-11-06,267.7,269.05,270.6,264.4,19244545
2024-11-07,270.5,265.2,270.5,264.8,6766663
2024-11-08,265.95,262.55,266.5,259.65,7836093
2024-11-11,262.35,256.9,262.35,256.0,8450657
2024-11-12,260.85,256.15,263.2,255.4,22445400
2024-11-13,256.15,252.55,256.95,249.0,17483332
2024-11-14,252.55,250.8,254.3,249.0,12454540
2024-11-18,251.1,250.65,252.1,247.1,14636541
2024-11-19,250.0,248.0,255.4,247.1,17397559
2024-11-21,248.0,242.15,248.0,240.8,16189440
2024-11-22,244.8,245.6,246.95,243.5,9637581
