date,open,close,high,low,volume
2023-10-03,483.1,479.95,484.55,476.6,4657602
2023-10-04,474.0,473.4,477.9,470.0,3302259
2023-10-05,473.4,470.55,482.4,468.35,4801287
2023-10-06,475.0,472.6,476.45,469.35,3134022
2023-10-09,472.45,469.8,473.5,464.6,2681298
2023-10-10,473.0,480.65,484.8,467.0,7863825
2023-10-11,485.65,483.9,485.95,480.1,7006735
2023-10-12,483.1,484.4,494.0,482.55,6895255
2023-10-13,479.0,480.6,487.5,477.5,4652247
2023-10-16,479.75,483.4,486.5,475.3,5043158
2023-10-17,486.5,484.35,488.45,480.7,4495043
2023-10-18,487.8,485.05,494.8,483.55,7437952
2023-10-19,478.45,479.95,482.25,471.0,6035837
2023-10-20,475.0,471.75,479.85,470.0,2777724
2023-10-23,470.8,456.7,473.95,455.0,2994345
2023-10-25,466.0,461.2,473.0,459.4,7854105
2023-10-26,456.7,456.65,458.45,448.75,6625855
2023-10-27,458.0,456.15,464.4,454.45,6193726
2023-10-30,458.75,456.65,461.75,454.0,7523779
2023-10-31,465.0,459.5,465.0,453.25,5236060
2023-11-01,458.5,462.7,466.0,456.0,4931538
2023-11-02,463.25,474.2,475.8,463.25,3933951
2023-11-03,478.95,475.2,481.45,474.25,3274345
2023-11-06,480.0,481.95,484.8,478.25,4294682
2023-11-07,482.0,484.55,491.5,480.3,5425669
2023-11-08,491.45,488.05,491.45,478.15,8220612
2023-11-09,488.8,484.45,488.8,483.15,3271496
2023-11-10,482.05,481.3,488.25,479.55,3498064
2023-11-12,485.0,482.45,486.0,480.65,302230
2023-11-13,482.0,487.5,492.35,481.1,4918873
2023-11-15,497.0,505.4,513.5,494.2,11674265
2023-11-16,504.0,504.3,507.45,497.15,4171759
2023-11-17,503.05,497.75,506.45,496.85,3595049
2023-11-20,500.15,497.3,505.95,496.55,4305637
2023-11-21,502.8,506.85,510.95,501.9,7154476
2023-11-22,504.9,500.25,506.85,498.95,4337970
2023-11-23,499.0,501.95,503.0,491.65,6628259
2023-11-24,504.85,507.8,512.75,502.55,5973059
2023-11-28,511.75,515.6,518.25,509.8,7804926
2023-11-29,519.0,517.45,523.35,513.9,6275280
2023-11-30,519.3,515.65,519.75,511.35,7599701
2023-12-01,520.05,517.2,524.8,515.3,4933886
2023-12-04,524.05,519.25,526.65,516.55,5985489
2023-12-05,518.35,520.65,528.8,515.45,6399021
2023-12-06,521.0,523.0,526.95,515.6,4831956
2023-12-07,521.0,516.05,522.4,515.1,4628885
2023-12-08,519.5,520.35,525.05,514.0,3733998
2023-12-11,520.3,522.4,523.8,517.1,2597347
2023-12-12,525.0,527.45,538.5,522.15,9498031
2023-12-13,528.95,532.85,535.25,523.3,4000017
2023-12-14,540.0,543.1,545.95,537.25,7190654
2023-12-15,556.0,557.25,559.05,548.2,8191005
2023-12-18,557.0,566.4,567.4,551.5,5076184
2023-12-19,567.95,564.85,567.95,555.7,4484733
2023-12-20,569.5,548.2,570.9,546.25,6959868
2023-12-21,544.0,556.25,561.65,541.65,4591119
2023-12-22,559.4,570.45,572.0,559.0,7865384
2023-12-26,574.95,579.85,580.85,570.5,4649730
2023-12-27,582.0,605.6,607.65,580.3,12430827
2023-12-28,608.0,614.3,616.5,605.2,7139743
2023-12-29,614.3,614.85,618.0,608.1,3995822
2024-01-01,614.5,610.4,620.5,606.95,2961919
2024-01-02,610.4,617.0,620.0,607.4,4975013
2024-01-03,608.25,593.05,611.4,592.0,7226455
2024-01-04,594.0,590.5,595.85,587.65,6592370
2024-01-05,590.6,587.0,597.6,581.55,2990123
2024-01-08,587.0,577.65,592.5,576.45,4425767
2024-01-09,581.95,575.95,584.9,573.6,5314029
2024-01-10,576.0,580.05,582.0,570.65,2408792
2024-01-11,582.95,576.95,587.0,575.5,3899383
2024-01-12,581.0,582.05,585.5,575.75,2440863
2024-01-15,585.85,574.65,586.0,572.25,3778987
2024-01-16,575.95,579.55,584.85,569.45,5187155
2024-01-17,570.95,560.25,572.7,558.1,6148035
2024-01-18,560.25,554.9,561.35,547.8,3784905
2024-01-19,556.5,557.1,561.0,554.5,4451789
2024-01-20,561.0,561.05,566.75,558.35,1502352
2024-01-23,558.0,541.4,561.8,537.6,7867972
2024-01-24,550.0,565.15,566.8,547.0,8619429
2024-01-25,566.5,567.2,570.0,558.4,5366990
2024-01-29,568.0,567.9,571.95,562.0,5126212
2024-01-30,569.95,569.25,584.3,567.25,7968815
2024-01-31,569.2,579.35,580.6,568.25,5644545
2024-02-01,578.0,571.25,581.8,570.3,3509803
2024-02-02,577.0,583.5,589.0,573.1,7145858
2024-02-05,583.5,579.9,590.9,576.05,4801118
2024-02-06,578.6,584.9,587.75,569.25,4099573
2024-02-07,590.4,592.25,602.15,584.65,9415146
2024-02-08,592.0,601.3,608.95,587.85,11844758
2024-02-09,601.0,591.3,602.0,576.3,5105348
2024-02-12,591.9,582.45,601.8,579.75,4595403
2024-02-13,539.0,510.1,540.0,496.35,46100123
2024-02-14,515.0,507.8,516.9,503.15,16634538
2024-02-15,512.7,513.2,518.5,507.6,13303658
2024-02-16,519.95,515.7,519.95,510.95,12066565
2024-02-19,518.75,512.3,518.9,511.8,5580597
2024-02-20,512.6,511.6,515.9,507.15,5186970
2024-02-21,535.0,511.8,538.0,510.0,18106978
2024-02-22,516.3,521.15,522.15,514.25,8727844
