date,open,close,high,low,volume
2023-10-03,1432.0,1435.4,1438.4,1420.0,1442499
2023-10-04,1424.85,1401.3,1428.5,1386.2,3978667
2023-10-05,1408.7,1401.85,1415.4,1394.3,1647175
2023-10-06,1404.95,1434.8,1438.0,1401.1,2167139
2023-10-09,1420.1,1428.55,1445.0,1410.0,1613546
2023-10-10,1434.0,1420.55,1436.35,1412.05,1874201
2023-10-11,1430.95,1421.2,1431.9,1414.55,1855211
2023-10-12,1433.3,1424.25,1444.0,1421.0,2069952
2023-10-13,1421.2,1463.7,1466.3,1420.0,4480890
2023-10-16,1462.85,1446.4,1462.85,1444.45,1913782
2023-10-17,1454.9,1436.0,1458.45,1425.55,1373704
2023-10-18,1437.0,1420.35,1444.0,1415.6,3067244
2023-10-19,1451.5,1450.35,1464.7,1423.05,13948984
2023-10-20,1448.0,1469.1,1471.8,1443.1,5135316
2023-10-23,1469.0,1435.0,1469.75,1430.05,3319090
2023-10-25,1444.95,1412.7,1446.95,1410.05,4045910
2023-10-26,1412.65,1414.65,1429.3,1393.65,4194418
2023-10-27,1420.0,1441.3,1444.5,1412.7,2424655
2023-10-30,1440.0,1454.65,1460.9,1428.0,2255111
2023-10-31,1456.0,1441.3,1460.0,1436.55,1454345
2023-11-01,1443.9,1432.6,1445.6,1427.15,2658439
2023-11-02,1447.0,1461.2,1479.95,1439.1,4524652
2023-11-03,1471.0,1450.25,1475.0,1448.0,3052041
2023-11-06,1463.0,1470.25,1471.9,1456.0,2090640
2023-11-07,1469.55,1486.4,1490.45,1464.25,2830149
2023-11-08,1493.95,1488.95,1495.95,1481.25,3210977
2023-11-09,1488.95,1507.35,1516.3,1484.85,3207721
2023-11-10,1499.95,1498.8,1509.45,1493.15,2247500
2023-11-12,1503.55,1502.1,1507.9,1495.4,145114
2023-11-13,1502.0,1509.6,1516.0,1496.15,2026629
2023-11-15,1538.5,1493.95,1538.5,1490.25,6293703
2023-11-16,1500.0,1498.65,1506.6,1493.0,2728834
2023-11-17,1490.55,1498.45,1509.0,1485.55,4182376
2023-11-20,1498.9,1504.8,1509.45,1490.7,2125867
2023-11-21,1505.5,1502.05,1507.45,1494.1,1661103
2023-11-22,1500.0,1470.4,1505.5,1458.95,3914008
2023-11-23,1475.0,1486.1,1496.25,1470.45,3832098
2023-11-24,1491.45,1476.2,1491.9,1474.0,2813844
2023-11-28,1480.0,1477.55,1486.8,1468.0,4305915
2023-11-29,1484.0,1483.55,1489.55,1471.25,3477076
2023-11-30,1500.0,1466.1,1500.0,1450.05,45549217
2023-12-01,1479.0,1461.05,1493.0,1458.15,4063279
2023-12-04,1490.0,1514.65,1517.55,1473.45,4254987
2023-12-05,1519.8,1506.6,1525.5,1486.5,3457904
2023-12-06,1517.0,1501.6,1521.35,1493.35,3405245
2023-12-07,1505.0,1504.75,1514.95,1496.05,1931490
2023-12-08,1510.0,1508.95,1520.95,1494.05,2568088
2023-12-11,1512.8,1521.85,1537.95,1510.0,2194782
2023-12-12,1528.9,1497.0,1528.9,1489.95,1621785
2023-12-13,1502.0,1506.9,1512.65,1495.0,2562565
2023-12-14,1523.0,1551.7,1554.5,1515.6,3427500
2023-12-15,1552.95,1570.8,1578.0,1547.05,3478643
2023-12-18,1570.0,1556.35,1570.0,1552.0,1352458
2023-12-19,1556.35,1566.55,1586.05,1542.2,2297704
2023-12-20,1578.0,1556.15,1581.0,1549.5,3218717
2023-12-21,1542.1,1570.0,1574.0,1527.55,2400593
2023-12-22,1574.3,1562.35,1591.1,1557.9,2214206
2023-12-26,1562.95,1570.8,1582.75,1557.0,1129332
2023-12-27,1573.15,1597.45,1600.0,1567.3,1887827
