date,open,close,high,low,volume
2023-10-03,1530.25,1561.05,1564.2,1527.0,1083086
2023-10-04,1555.0,1532.55,1555.85,1521.15,1614123
2023-10-05,1540.0,1542.55,1556.0,1532.3,1153064
2023-10-06,1559.35,1634.65,1640.7,1551.05,7384628
2023-10-09,1617.15,1621.55,1628.0,1606.6,1712235
2023-10-10,1630.0,1633.1,1643.95,1617.0,1453653
2023-10-11,1641.4,1636.55,1650.95,1633.5,952433
2023-10-12,1637.0,1634.8,1642.95,1622.85,1052767
2023-10-13,1631.0,1646.55,1649.0,1620.0,1212989
2023-10-16,1644.0,1642.35,1649.4,1630.4,859548
2023-10-17,1649.9,1657.65,1676.75,1645.55,1689224
2023-10-18,1665.0,1628.2,1665.0,1622.05,1230439
2023-10-19,1625.0,1634.75,1642.95,1597.4,1429935
2023-10-20,1627.8,1635.05,1639.75,1615.0,1191783
2023-10-23,1627.0,1613.15,1651.7,1605.5,1093182
2023-10-25,1612.9,1611.45,1630.0,1598.85,1490405
2023-10-26,1590.0,1560.0,1608.4,1552.0,1780025
2023-10-27,1575.6,1566.4,1593.25,1551.35,2003579
2023-10-30,1568.9,1561.1,1571.1,1528.0,850025
2023-10-31,1552.4,1569.55,1581.45,1552.4,1592788
2023-11-01,1574.9,1572.85,1580.0,1565.0,770557
2023-11-02,1587.7,1575.6,1592.6,1566.1,1020303
2023-11-03,1584.25,1536.15,1593.65,1527.9,2519096
2023-11-06,1547.0,1564.4,1566.0,1540.0,917415
2023-11-07,1602.0,1569.8,1607.8,1550.0,2532282
2023-11-08,1576.0,1575.5,1579.95,1559.2,831310
2023-11-09,1575.0,1582.25,1589.0,1569.0,1108425
2023-11-10,1581.0,1596.0,1598.8,1572.65,672720
2023-11-12,1606.0,1594.6,1607.0,1588.4,148384
2023-11-13,1594.6,1585.2,1597.95,1568.7,853825
2023-11-15,1600.0,1587.05,1615.0,1579.95,1684967
2023-11-16,1561.05,1620.65,1628.0,1539.05,3213352
2023-11-17,1593.05,1615.9,1620.65,1581.6,1783393
2023-11-20,1611.9,1593.8,1616.55,1586.15,1256179
2023-11-21,1593.8,1610.4,1616.45,1593.6,1714833
2023-11-22,1610.0,1623.9,1626.0,1602.5,807316
2023-11-23,1623.9,1623.95,1636.85,1620.2,695592
2023-11-24,1624.45,1617.25,1628.95,1612.0,625345
2023-11-28,1617.5,1654.4,1657.0,1617.5,1564478
2023-11-29,1660.0,1653.5,1665.0,1649.0,746796
2023-11-30,1653.0,1673.5,1679.9,1644.55,1577522
2023-12-01,1680.0,1685.95,1688.7,1669.95,1101136
2023-12-04,1700.0,1696.25,1714.7,1685.9,1419178
2023-12-05,1696.3,1692.7,1713.4,1673.25,1778602
2023-12-06,1701.0,1700.35,1710.0,1692.9,737176
